url;rating;score_author;domain_ending;score_url_domain_ending;errors_grammar_spelling;score_errors;questions_text_per_sentence;score_tonality_questions_text;questions_title;score_tonality_questions_title;exclamations_text_per_sentence;score_tonality_exclamations_text;exclamations_title;score_tonality_exclamations_title;all_caps_text;score_tonality_all_caps_text;all_caps_title;score_tonality_all_caps_title;readability_coleman_liau;score_readability;word_count_text;score_ls_word_count_text;word_count_title;score_ls_word_count_title;sentence_count;score_ls_sentence_count;ttr;score_ls_type_token_ratio;word_length_text;score_ls_word_length_text;word_length_title;score_ls_word_length_title;profanity;score_vocabulary_profanity;anger_intensity;anticipation_intensity;disgust_intensity;fear_intensity;sadness_intensity;joy_intensity;surprise_intensity;trust_intensity;score_vocabulary_emotional_words;clickbait;score_clickbait;links_count;score_links_external;sentiment_text_vader;positivity_text_vader;negativity_text_vader;score_sentiment_polarity_text;sentiment_title_vader;positivity_title_vader;negativity_title_vader;score_sentiment_polarity_title;subjectivity;score_sentiment_subjectivity;credibility_score
https://web.archive.org/web/20180706134704/https://www.littlethings.com/hand-food-and-mouth-disease/;2.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;11.1210802099;0.7802700525;80.0000000000;0.0000000000;12.0000000000;0.8000000000;4.0000000000;0.0000000000;0.8000000000;1.0000000000;4.9000000000;0.8666666667;5.5000000000;1.0000000000;0.0000000000;1.0000000000;0.0207500000;0.0059456522;0.0299130435;0.0385760870;0.0341739130;0.0053586957;0.0097717391;0.0090869565;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.3333333333;-0.1027000000;0.0000000000;0.0170000000;0.2648666667;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.3125000000;1.0000000000;0.4480504906
https://web.archive.org/web/20180706135022/http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/;1.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0103092784;0.4845360825;0.0588235294;0.9411764706;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0015105740;0.6978851964;0.0000000000;1.0000000000;12.0349179163;1.0000000000;662.0000000000;0.7240000000;17.0000000000;0.3000000000;34.0000000000;0.9000000000;0.6102719033;0.7756797583;5.1646525680;1.0000000000;4.7647058824;0.2647058824;0.0000000000;1.0000000000;0.0134815906;0.0164064801;0.0106995582;0.0191104566;0.0162798233;0.0181384389;0.0029337261;0.0237893962;0.0756460035;1.0000000000;1.0000000000;1.0000000000;0.3333333333;-0.3090000000;0.0940000000;0.0990000000;0.1273333333;-0.3400000000;0.1180000000;0.2240000000;0.2533333333;0.4252732240;0.9157559199;0.5278474910
https://www.naturalnews.com/2017-10-02-lone-gunman-theory-of-las-vegas-shooter-is-complete-nonsense-stephen-paddock.html;2.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0050025013;0.7498749375;0.1573033708;0.2846441948;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0010101010;0.7979797980;1.0000000000;0.0000000000;10.6135666746;0.6533916687;1980.0000000000;1.0000000000;19.0000000000;0.1000000000;89.0000000000;1.0000000000;0.3691919192;0.1729797980;4.7964646465;0.7286195286;6.5789473684;1.0000000000;0.0000000000;1.0000000000;0.0177498749;0.0076418209;0.0032421211;0.0273566783;0.0132691346;0.0078189095;0.0074322161;0.0277483742;0.2316521897;1.0000000000;1.0000000000;5.0000000000;1.0000000000;-0.9997000000;0.0720000000;0.1660000000;0.0000000000;-0.5574000000;0.0000000000;0.2130000000;0.2900000000;0.4834326493;0.7218911690;0.4911733388
https://shareably.net/health-benefits-farting/;1.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0065252855;0.6737357259;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0016447368;0.6710526316;0.0000000000;1.0000000000;8.8673641394;0.2168410349;608.0000000000;0.6160000000;5.0000000000;1.0000000000;34.0000000000;0.9000000000;0.5476973684;0.6192434211;4.6134868421;0.4846491228;5.6000000000;1.0000000000;0.0000000000;1.0000000000;0.0058597064;0.0072153344;0.0158319739;0.0133344209;0.0086199021;0.0209755302;0.0034029364;0.0184551387;0.5691828563;0.0000000000;0.0000000000;3.0000000000;1.0000000000;0.9956000000;0.1580000000;0.0800000000;0.9970666667;0.5719000000;0.6100000000;0.0000000000;1.0000000000;0.4757506614;0.7474977954;0.6280023787
https://electrek.co/2016/11/10/tesla-made-more-money-last-quarter-than-the-entire-us-oil-industry-made-last-year/;4.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0028248588;0.8587570621;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0014430014;0.7113997114;0.0000000000;1.0000000000;10.1817217779;0.5454304445;693.0000000000;0.7860000000;15.0000000000;0.5000000000;26.0000000000;0.1000000000;0.5064935065;0.5162337662;4.7243867244;0.6325156325;4.4666666667;0.0000000000;0.0000000000;1.0000000000;0.0023771186;0.0060790960;0.0018644068;0.0032754237;0.0043502825;0.0111200565;0.0056045198;0.0111327684;1.0000000000;1.0000000000;1.0000000000;6.0000000000;1.0000000000;0.9970000000;0.1390000000;0.0380000000;0.9980000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.4456866282;0.8477112394;0.7174514203
https://edition.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html;4.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0263157895;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;12.2689857391;1.0000000000;810.0000000000;1.0000000000;11.0000000000;0.9000000000;38.0000000000;1.0000000000;0.4481481481;0.3703703704;5.1407407407;1.0000000000;4.4545454545;0.0000000000;0.0000000000;1.0000000000;0.0107137637;0.0121607795;0.0095931790;0.0288867235;0.0189768575;0.0245225335;0.0032545676;0.0199147381;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;-0.7024000000;0.0700000000;0.0820000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.4420440115;0.8598532949;0.5257815502
https://www.simplemost.com/new-study-says-putting-kids-to-bed-earlier-is-better-for-moms-sanity/;3.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0016181230;0.9190938511;0.0312500000;1.0000000000;0.0000000000;1.0000000000;0.0625000000;0.0000000000;0.0000000000;1.0000000000;0.0016393443;0.6721311475;0.0000000000;1.0000000000;8.7266242115;0.1816560529;610.0000000000;0.6200000000;8.0000000000;1.0000000000;32.0000000000;0.7000000000;0.5852459016;0.7131147541;4.5590163934;0.4120218579;5.0000000000;0.5000000000;0.0000000000;1.0000000000;0.0010517799;0.0188495146;0.0004805825;0.0059190939;0.0028980583;0.0262880259;0.0050194175;0.0295436893;0.6354516034;0.0000000000;0.0000000000;7.0000000000;1.0000000000;0.9973000000;0.1470000000;0.0420000000;0.9982000000;0.4215000000;0.2860000000;0.0000000000;1.0000000000;0.3919773679;1.0000000000;0.5405431263
https://www.theatlantic.com/health/archive/2017/08/if-everyone-ate-beans-instead-of-beef/535536/;3.5000000000;1.0000000000;0.0000000000;0.0000000000;0.0048123195;0.7593840231;0.0444444444;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;11.3917501741;0.8479375435;1032.0000000000;1.0000000000;7.0000000000;1.0000000000;45.0000000000;1.0000000000;0.4883720930;0.4709302326;4.9525193798;0.9366925065;4.4285714286;0.0000000000;0.0000000000;1.0000000000;0.0038277190;0.0113012512;0.0019326275;0.0105149182;0.0067507218;0.0133917228;0.0015871030;0.0217151107;0.9814331963;0.0000000000;0.0000000000;8.0000000000;1.0000000000;0.9906000000;0.0710000000;0.0370000000;0.9937333333;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.4584384945;0.8052050182;0.7583635427
https://web.archive.org/web/20180129102608/https://publichealthabc.com/2-cups-day-1-week-stomach-will-flatter/;1;0;0;0;0.0077519380;0.6124031008;0.1200000000;0.5333333333;0;1;0.0000000000;1;1;0;0.0107238606;0.0000000000;-10;1.0000000000;10.8805923617;0.7201480904;373;0.1460000000;14;0.6000000000;25;0.0000000000;0.6327077748;0.8317694370;4.9195710456;0.8927613941;3.5000000000;0.0000000000;0.0000000000;1.0000000000;0.0034108527;0.0161136951;0.0073281654;0.0092687339;0.0111343669;0.0143695090;0.0027829457;0.0207519380;0.7243598778;0;0;1;0.3333333333;0.9612000000;0.1030000000;0.0430000000;0.9741333333;0.3453000000;0.1570000000;0.0000000000;1.0000000000;0.4486236802;0.8379210659;0.4222653266
https://web.archive.org/web/20180316233756/https://www.ntd.tv/inspiring/life/9-sleeping-positions-improve-health.html;2.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0303030303;0.4377104377;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;9.0987950920;0.2746987730;407.0000000000;0.2140000000;9.0000000000;1.0000000000;33.0000000000;0.8000000000;0.5773955774;0.6934889435;4.7199017199;0.6265356265;4.8888888889;0.3888888889;0.0000000000;1.0000000000;0.0020865385;0.0054110577;0.0019903846;0.0232572115;0.0127740385;0.0133846154;0.0000000000;0.0171802885;0.8893793706;0.0000000000;0.0000000000;6.0000000000;1.0000000000;0.4936000000;0.0820000000;0.0770000000;0.6624000000;0.4404000000;0.2660000000;0.0000000000;1.0000000000;0.3905579606;1.0000000000;0.5764040152
https://qz.com/1064364/hurricane-harvey-houstons-flooding-made-worse-by-unchecked-urban-development-and-wetland-destruction/;4.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0052083333;0.7395833333;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;11.2889903882;0.8222475971;1330.0000000000;1.0000000000;14.0000000000;0.6000000000;68.0000000000;1.0000000000;0.4917293233;0.4793233083;4.9917293233;0.9889724311;5.6428571429;1.0000000000;0.0000000000;1.0000000000;0.0096153274;0.0083913690;0.0035818452;0.0164724702;0.0108794643;0.0076406250;0.0043072917;0.0184553571;0.8301136364;0.0000000000;0.0000000000;16.0000000000;1.0000000000;0.6984000000;0.0820000000;0.0780000000;0.7989333333;-0.3612000000;0.0000000000;0.1610000000;0.4633333333;0.4842079253;0.7193069157;0.7219336644
http://www.independent.co.uk/life-style/health-and-families/donald-trump-mental-illness-narcisissm-us-president-psychologists-inauguration-crowd-size-paranoia-a7552661.html;3.5000000000;1.0000000000;0.0000000000;0.0000000000;0.0052137643;0.7393117831;0.0454545455;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;13.8328734587;1.0000000000;947.0000000000;1.0000000000;12.0000000000;0.8000000000;44.0000000000;1.0000000000;0.5501583949;0.6253959873;5.4139387540;1.0000000000;7.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0094223149;0.0081167883;0.0042606882;0.0194296142;0.0077674661;0.0133242961;0.0086423358;0.0325714286;0.3902739596;0.0000000000;0.0000000000;5.0000000000;1.0000000000;0.9901000000;0.1400000000;0.1120000000;0.9934000000;-0.4019000000;0.0000000000;0.1970000000;0.3433333333;0.4632193879;0.7892687069;0.6797052253
http://info.cmsri.org/the-driven-researcher-blog/vaccinated-vs.-unvaccinated-guess-who-is-sicker;1.0000000000;1.0000000000;1.0000000000;1.0000000000;0.0082236842;0.5888157895;0.1428571429;0.3809523810;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0013201320;0.7359735974;0.0000000000;1.0000000000;14.0102288183;1.0000000000;3030.0000000000;1.0000000000;10.0000000000;1.0000000000;112.0000000000;1.0000000000;0.3712871287;0.1782178218;5.3501650165;1.0000000000;6.6000000000;1.0000000000;0.0000506303;0.0000000000;0.0046299342;0.0080947368;0.0088148026;0.0171384868;0.0118398026;0.0087680921;0.0040858553;0.0183036184;0.7877212919;1.0000000000;1.0000000000;46.0000000000;1.0000000000;-0.9652000000;0.0700000000;0.0790000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.4358442017;0.8805193277;0.8087712166
https://medicalxpress.com/news/2017-08-reverse-aging-brain.html;5.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;13.1390530624;1.0000000000;558.0000000000;0.5160000000;10.0000000000;1.0000000000;26.0000000000;0.1000000000;0.5376344086;0.5940860215;5.1881720430;1.0000000000;4.2000000000;0.0000000000;0.0000000000;1.0000000000;0.0034137324;0.0057095070;0.0015422535;0.0096179577;0.0067570423;0.0287852113;0.0000000000;0.0266478873;0.7732074264;0.0000000000;0.0000000000;2.0000000000;0.6666666667;0.9858000000;0.0930000000;0.0270000000;0.9905333333;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.4402970811;0.8656763964;0.6509897707
https://web.archive.org/web/20180706132812/http://www.nationspressph.com/2017/02/pls-share-do-not-eat-this-fish-it-is.html;1.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0194805195;0.0259740260;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;1.0000000000;0.0000000000;0.0034013605;0.3197278912;-10.0000000000;1.0000000000;9.4655783492;0.3663945873;294.0000000000;0.0000000000;14.0000000000;0.6000000000;11.0000000000;0.0000000000;0.5238095238;0.5595238095;4.5034013605;0.3378684807;3.8571428571;0.0000000000;0.0000000000;1.0000000000;0.0021818182;0.0033733766;0.0106006494;0.0187402597;0.0079448052;0.0182045455;0.0000000000;0.0185129870;0.8262101535;0.0000000000;0.0000000000;1.0000000000;0.3333333333;-0.8372000000;0.0600000000;0.0880000000;0.0000000000;-0.2926000000;0.2090000000;0.1870000000;0.3766666667;0.4990123457;0.6699588477;0.2696863274
https://dailyhealthpost.com/preventing-alzheimers/;3.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0032948929;0.8352553542;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0434782609;0.1449275362;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;13.2834267660;1.0000000000;592.0000000000;0.5840000000;15.0000000000;0.5000000000;23.0000000000;0.0000000000;0.5641891892;0.6604729730;5.3344594595;1.0000000000;4.4666666667;0.0000000000;0.0000000000;1.0000000000;0.0159324547;0.0159719934;0.0234448105;0.0588467875;0.0540971993;0.0062388797;0.0045568369;0.0192174629;0.0000000000;0.0000000000;0.0000000000;7.0000000000;1.0000000000;-0.9939000000;0.0710000000;0.1490000000;0.0000000000;-0.1280000000;0.1010000000;0.1300000000;0.5666666667;0.3578170982;1.0000000000;0.3728298038
https://web.archive.org/web/20180318054055/http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/;1.0000000000;1.0000000000;0.0000000000;0.0000000000;0.0073529412;0.6323529412;0.0172413793;1.0000000000;0.0000000000;1.0000000000;0.0172413793;0.7279693487;0.0000000000;1.0000000000;0.0021186441;0.5762711864;0.0000000000;1.0000000000;13.1242702288;1.0000000000;944.0000000000;1.0000000000;8.0000000000;1.0000000000;58.0000000000;1.0000000000;0.5169491525;0.5423728814;5.2870762712;1.0000000000;6.7500000000;1.0000000000;0.0000000000;1.0000000000;0.0175514706;0.0119201681;0.0131628151;0.0342342437;0.0246323529;0.0093172269;0.0051785714;0.0162731092;0.0000000000;0.0000000000;0.0000000000;5.0000000000;1.0000000000;-0.9994000000;0.0770000000;0.1980000000;0.0000000000;-0.5423000000;0.0000000000;0.3330000000;0.0000000000;0.4576464564;0.8078451455;0.4864368193
https://mic.com/articles/176092/under-the-gop-s-health-plan-sexual-assault-would-be-considered-a-preexisting-condition;3.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0000000000;1.0000000000;0.0049019608;0.0196078431;0.0000000000;1.0000000000;13.1688051746;1.0000000000;408.0000000000;0.2160000000;13.0000000000;0.7000000000;17.0000000000;0.0000000000;0.5980392157;0.7450980392;5.2843137255;1.0000000000;5.7692307692;1.0000000000;0.0000000000;1.0000000000;0.0183610451;0.0135415677;0.0021710214;0.0197292162;0.0113705463;0.0129786223;0.0017078385;0.0194655582;0.4668106241;1.0000000000;1.0000000000;6.0000000000;1.0000000000;-0.9441000000;0.0720000000;0.0990000000;0.0000000000;-0.5859000000;0.0000000000;0.2410000000;0.1966666667;0.4755709568;0.7480968106;0.5459958638
